,Title,Company,Company_Rating,Location,Salary,Date,Description
1437,Electrical Quality and opex testing specialist,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Collects, records, and evaluates utilizing Lean 6 Sigma, engineering standards and specifications, the quantitative metrics that provide descriptive data for…"
1438,IS Functional Analyst (SAP - MM),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 19 días,"Acts as the Subject Matter Expert (SME) in SAP-MM/WM, contributing technical and business process/data expertise to either support ongoing operations or develop…"
1439,Plant Facilities Engineer Specialist,Stellantis,3.2,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
1440,Customer Care Line Supervisor,Oportun Inc,,"León, Gto.",,Postedhace 30+ días,"Must have access to sensitive personal applicant’s and customers information to identify and confirm the data, application requirements, payments,."
1441,Sales Development Representative,Lernit,,"Remoto temporalmente in Monterrey, N. L.",,EmployerActivo hace 12 días,Estamos comprometidos con brindar a nuestros clientes las herramientas que necesitan para impulsar y motivar a sus equipos a alcanzar sus objetivos y así lograr…
1442,US Pricing Analyst,Hewlett Packard Enterprise,3.8,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Communicates data and issue analysis to clients and internal and external stakeholders.
 At our core, we strive to uphold HPE’s values – to partner, innovate and…"
1443,Java Developer (Data Analytics & Microservices) JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 12 días,"Proficient with Stream and batch processing of data.
 Proficient with Big data architecture and technologies like Hadoop and Spark."
1444,nuevo empleoPcrmt Analyst III,Johnson Controls,3.7,"San Pedro Garza García, N. L.",,Postedhace 7 días,"This will include troubleshooting data gaps and data integrity issues.
 Analyze spend data at a part number level to identify cost reduction, standardization, or…"
1445,Digital Marketing Analyst,Balfour,,"Mérida, Yuc.",,Postedhace 30+ días,"Prepares regular management reports such as tracking, trends, advertising spend data, and performance analysis reports."
1446,Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 16 días,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department."
1447,Injection Molding Process,Plastikon Industries,,"Monterrey, N. L.",,Postedhace 30+ días,"Devises sampling procedures and designs and develops forms and instruction for recording, evaluating, and reporting quality and reliability data."
1448,Consultant - Cloud Engineers,Genpact,,Remoto,,Postedhace 30+ días,"Knowledge of security controls for the Public cloud (encryption of data in motion/rest and key management).
 We are looking for candidates who have a passion for…"
1449,Service Design Specialist,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 19 días,"Experience and demonstrated proficiency to interpret, investigate, and utilize quantitative and qualitative customer and operational data to drive positive…"
1450,nuevo empleoCarrier Development and Sourcing,Charger Logistics Inc,,"San Pedro Garza García, N. L.",,Postedhace 3 días,"Conduct business reviews, inclusive of data mining and analyses, utilizing internal systems, gathering stakeholder feedback, market information, providing…"
1451,IT QA Software Automation Engineer ( Java / Selenium ),Integon Service Co.,4.6,Remoto,,EmployerActivo hace 6 días,"Responsible for Assisting and being directly involved in testing web applications using automation.
 Individuals in this role must be experienced software…"
1452,Sr Tooling Engineer,North American Stamping Group,2.8,"Querétaro, Qro.",,Postedhace 26 días,">Be a problem solver and be able to make decisions based on data, establish facts and draw valid conclusions, to assess current status making management aware…"
1453,Healthcare - Clinical Service Desk / Helpdesk Associate,NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 22 días,"This role will temporarily work remotely during the Covid-19 pandemic, but will be expected to return to office once Covid restrictions are lifted."
1454,"Bilingual Senior Consultant, Transaction Services | Corporat...","FTI Consulting, Inc.",3.6,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Experience assessing data in a data room.
 Experience using Think-Cell, Tableau, or other data visualization software/tools.
 Assist in preparation of proposals."
1455,Transport & Trade Specialist,ABB,3.9,"Guadalupe, N. L.",,Postedhace 30+ días,"Aiding the development and implementation of improved processes and systems, and maintaining the master data.
 1 to 3 years of experience in Supply Chain."
1456,"Software Engineer, Full-Stack",C3 AI,,"Guadalajara, Jal.",,Postedhace 27 días,"Strong hands-on experience and understanding of object-oriented programming, data structures, algorithms, and web application development."
1457,Senior UX Designer for eCommerce,Hewlett Packard Enterprise,3.8,"Tlaquepaque, Jal.",,Postedhace 30+ días,Ability to analyse and synthesize qualitative and quantitative data from user research with experience in usability tests and defining / analysing metrics to…
1458,Account Manager,Streamline Vacation Rental Software,,"Remoto temporalmente in Hermosillo, Son.",,EmployerActivo hace 25 días,"Review and analyze data regularly to ensure all services are set up and utilized correctly.
 Our clients use our cutting-edge technology and modern solutions to…"
1459,SEO Specialist,Baam Digital Impact Experts,,Ciudad de México,,EmployerActivo hace 14 días,"Develop and execute data driven SEO strategies that increase the company’s search engine result rankings.
 Candidates must be fluent in the English language …"
1460,Sr. QA Automation Engineer JoinMDC-QA - Remote Position,Oracle,3.8,"Remoto in Guadalajara, Jal.",,Postedhace 23 días,"Via SaaS solutions built on Oracle’s next-generation cloud infrastructure (OCI), we speed delivery of utility-specific services, increase corporate…"
1461,Senior Backend Developer JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 14 días,"We speed delivery of utility-specific services, increase corporate administration efficiency, and turn business data into business intelligence."
1462,IT QA Software Automation Engineer ( Java / Selenium ),Integon Service Co.,4.6,Remoto,,EmployerActivo hace 6 días,"Responsible for Assisting and being directly involved in testing web applications using automation.
 Individuals in this role must be experienced software…"
1463,Process Engineering Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 2 días,"Analyze and resolve technical problems, develop specifications, formulate plans, estimates and other required engineering data to effectively address process…"
1464,nuevo empleoOperations Support Agent - North America,Indie Campers,,Ciudad de México,,Postedhace 6 días,Control daily activities and productivity reports within all of our US and European branches - develop and manage a data driven overview of our operations;
1465,nuevo empleoWarehousing and Distribution Logistics Specialist (Night Shi...,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 3 días,"Conduct business reviews, inclusive of data mining and analyses, utilizing internal systems, gathering stakeholder feedback, market information, providing…"
1466,nuevo empleoSenior UX/UI Developer |LATAM| Work,BairesDev,,"Guadalajara, Jal.+16 ubicaciones",,Postedhace 1 día,"Hands-on experience with managing data loads and data quality a plus.
 These developers will face numerous technical challenges, so they must use current…"
1467,Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,,EmployerActivo hace 15 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
1468,IoT Software Engineer,iTjuana,,"Tijuana, B.C.",,Contratación continua,We are seeking a Software Engineer that can directly impact the experience of patients and clinicians as well as business operations with their breadth of…
1469,Production Manager,Juniper Data Center,3.6,"Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"The Production Manager supports the management team and reports to the Operations / General Manager.
 The Production Manager’s main function is to ensure…"
1470,iOS Software Engineer (Desarrollador iOS) [Remote Position],iTjuana,,Remoto in México,,EmployerActivo hace 15 días,"Implementing web and mobile experiences based on data insights.
 This position will be working with one of our customers, in the medical device industry."
1471,Factory Financial Analyst,ABB,3.9,"Apodaca, N. L.",,Postedhace 18 días,"Validates accuracy of financial data and business information and reports by performing reconciliations and review of exceptions.
 Advanced Excel is a must."
1472,"Bilingual Consultant, Transaction Services | Corporate Finan...","FTI Consulting, Inc.",3.6,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Skills and experience in data visualization.
 Analyze and manipulate data using programming software.
 Prior experience in a data analytics role."
1473,nuevo empleoHR Operations Specialist - Employee Lifecycle Management,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 5 días,"3 years of experience in reporting and data analysis.
 Ensuring that systems and databases have up-to-date employee and organizational information with high data…"
1474,"Bilingual Senior Consultant, Transaction Services | Corporat...","FTI Consulting, Inc.",3.6,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Experience assessing data in a data room.
 Experience using Think-Cell, Tableau, or other data visualization software/tools.
 Assist in preparation of proposals."
1475,"IT Auditor and Data Analyst, Internal Audit",Oportun Inc,,"León, Gto.",,Postedhace 30+ días,"Execute the data analytics program for the Internal Audit Department.
 Assist in the development of a data analytics framework for technology and operational…"
